6.53 6.36 6.18 6.20 6.18 6.20 6.40 6.51 6.60 6.56
6.92 6.45 6.10 6.22 6.22 6.21 6.47 6.62 6.63 6.63
5.75 6.00 5.58 6.50 6.11 6.35 5.50 5.80 6.39 6.64
0.00 5.40 6.00 4.90 6.12 5.63 6.29 5.82 7.25 7.33
6.81 6.37 6.17 6.22 6.27 6.24 6.52 6.66 6.70 6.70
6.00 6.05 6.27 6.23 5.89 6.11 5.69 6.05 5.91 6.14
8.00 5.15 5.25 5.49 5.53 5.76 6.05 6.26 6.57 6.70
7.00 6.22 6.15 6.00 5.50 6.19 6.13 6.44 6.67 6.11
4.75 6.11 6.31 6.20 6.12 6.12 6.07 6.52 6.52 6.20
0.00 0.00 7.14 7.00 6.40 7.14 6.17 5.88 5.65 6.79
7.00 0.00 6.50 6.00 5.43 5.93 0.00 0.00 0.00 0.00
6.84 6.38 6.21 6.22 6.23 6.29 6.46 6.61 6.70 6.71
4.17 5.67 5.77 5.52 5.51 5.67 5.90 5.96 6.09 5.97
0.00 6.00 0.00 5.13 5.84 6.13 0.00 0.00 0.00 0.00
0.00 8.00 5.83 6.00 6.08 6.56 6.00 7.00 6.29 4.00
6.73 6.32 6.26 6.12 6.07 6.25 6.28 6.49 6.49 6.56
6.12 6.34 6.28 6.14 6.07 6.09 6.13 6.67 6.70 6.58
0.00 7.00 7.00 5.12 6.06 6.32 0.00 0.00 0.00 0.00
6.17 5.80 5.93 5.93 6.04 6.04 6.21 6.31 6.40 6.46
0.00 6.12 5.20 5.83 5.67 5.67 5.92 5.77 6.33 6.25
6.29 5.86 6.03 5.93 6.06 6.04 6.09 6.45 6.67 6.49
6.35 6.07 6.12 6.01 6.08 6.11 6.19 6.41 6.44 6.51
6.33 5.38 6.14 5.47 6.02 6.26 5.97 6.03 6.45 6.85
0.00 5.33 6.00 6.25 6.00 5.70 5.95 5.61 6.50 6.86
0.00 8.00 5.67 6.10 5.54 5.90 8.00 0.00 0.00 0.00
6.75 6.62 6.40 5.78 5.81 5.14 5.88 5.54 6.33 5.80
